MA_10090427g0010.1
MA_250413g0010.1
MA_2606535g0010.1
MA_263166g0010.1
MA_2656711g0010.1
MA_27171g0010.1
MA_27451g0010.1
MA_278339g0010.1
MA_287168g0010.1
MA_3000363g0010.1
MA_3005g0010.1
MA_3086973g0010.1
MA_308773g0010.1
MA_317435g0010.1
MA_3198310g0010.1
MA_32098g0010.1
MA_3240432g0010.1
MA_325926g0010.1
MA_327467g0010.1
MA_3280g0020.1
MA_3329825g0010.1
MA_3330001g0010.1
MA_336233g0010.1
MA_3396168g0010.1
MA_3403026g0010.1
MA_3405695g0010.1
MA_348255g0010.1
MA_3584712g0010.1
MA_36451g0010.1
MA_3916385g0010.1
MA_393754g0010.1
MA_397021g0010.1
MA_403260g0010.1
MA_4107548g0010.1
MA_4171911g0010.1
MA_421080g0010.1
MA_42151g0010.1
MA_425483g0010.1
MA_425960g0010.1
MA_427046g0010.1
MA_43072g0010.1
MA_43296g0010.1
MA_4343493g0010.1
MA_435148g0010.1
MA_43798g0010.1
MA_43836g0010.1
MA_4457333g0010.1
MA_449338g0010.1
MA_45077g0010.1
MA_454078g0010.1
MA_463271g0010.1
MA_464653g0010.1
MA_4694713g0010.1
MA_470338g0010.1
MA_470996g0010.1
MA_47626g0010.1
MA_489894g0010.1
MA_490690g0010.1
MA_4910225g0010.1
MA_491379g0010.1
MA_497843g0010.1
MA_4982182g0010.1
MA_5171877g0010.1
MA_524595g0010.1
MA_54505g0010.1
MA_54628g0010.1
MA_548491g0010.1
MA_5630g0010.1
MA_5673967g0010.1
MA_5779g0010.1
MA_58498g0010.1
MA_58633g0010.1
MA_59627g0010.1
MA_59883g0010.1
MA_6029415g0010.1
MA_6163013g0010.1
MA_6311818g0010.1
MA_6315484g0010.1
MA_648g0010.1
MA_65259g0010.1
MA_65574g0010.1
MA_657g0010.1
MA_662988g0010.1
MA_67346g0010.1
MA_68149g0020.1
MA_69028g0010.1
MA_6952624g0010.1
MA_703739g0010.1
MA_7109889g0010.1
MA_7150038g0010.1
MA_71687g0020.1
MA_7171371g0010.1
MA_719642g0010.1
MA_7240425g0010.1
MA_72910g0010.1
MA_730460g0010.1
MA_73296g0010.1
MA_74237g0010.1
MA_74554g0010.1
MA_74554g0020.1
MA_74839g0010.1
MA_7494g0010.1
MA_75023g0010.1
MA_75242g0010.1
MA_7551873g0010.1
MA_7609850g0010.1
MA_762415g0010.1
MA_7651838g0010.1
MA_777801g0010.1
MA_7947g0020.1
MA_7991915g0010.1
MA_7999996g0010.1
MA_8003390g0010.1
MA_806g0020.1
MA_809519g0010.1
MA_810522g0010.1
MA_8127345g0010.1
MA_8133620g0010.1
MA_821642g0010.1
MA_82800g0010.1
MA_83924g0010.1
MA_8429061g0010.1
MA_8462057g0010.1
MA_84940g0010.1
MA_8527101g0010.1
MA_8617095g0010.1
MA_8691604g0010.1
MA_87055g0010.1
MA_87134g0010.1
MA_872267g0010.1
MA_8767694g0010.1
MA_895490g0010.1
MA_906722g0010.1
MA_9068901g0010.1
MA_91059g0010.1
MA_9121164g0010.1
MA_915540g0010.1
MA_9169733g0010.1
MA_92689g0010.1
MA_9288269g0010.1
MA_9335875g0010.1
MA_9353486g0010.1
MA_9476706g0010.1
MA_948128g0010.1
MA_9485762g0010.1
MA_9534403g0010.1
MA_9578080g0010.1
MA_9613298g0010.1
MA_962052g0010.1
MA_9675401g0010.1
MA_9763g0010.1
MA_9798661g0010.1
MA_9845329g0010.1
MA_98574g0010.1
MA_9933g0010.1
MA_9933g0020.1
MA_9942220g0010.1
MA_9965596g0010.1
MA_9992178g0010.1
